id,text,bio,label,lang
it_971,"@USER @USER Figurati se le donne trans che subiscono già abbastanza transfobia, abusi, violenze, derisione &amp; co, hanno come pensiero fisso le patonze o l'oppressione delle donne cis. Cioè, già a scriverlo fa ridere eh.",≈ INFJ-T 🧠 • Non-Binary Hag & Bi 🏳️‍⚧️ • They/Them × Ləi • Intersectional ♀️• Cat Lover 🐈 • LGBTQ+ Proud 🏳️‍🌈 • Purtroppo biancə ⚪ • Pfp: Mary Metzger 🎨,0,it
it_480,Io non me lo meritavo di essere svegliato alle 8.30 da forci che mettono little mix e Camilla cabello a tutto volume URL,"I'm not forcing, I'm aggressively facilitating. he/him. URL",1,it
it_1108,"@USER Difendere i diritti delle donne trans e proteggerle non danneggia le altre donne! Il problema si pone nel momento in cui le altre donne si ritrovano a non poter più avere un proprio spazio, condiviso esclusivamente con chi davvero può capire le problematiche a cui va incontro",in trench i’m not alone || pisello-haverz don’t interact (grazie daph),0,it
it_1178,"-Il trans di cui mi sfugge il nome con il ragazzo bono sono OTP
- Il discorso di Bette alla comunità LGBTQ+ mi ha emozionato
- DOVE CAZZO È TINA
- COSA CAZZO È SUCCESSO FRA TINA E BETTE
- Probabilmente Kit è morta di overdose
- RIDATEMI HELENA PEABODY
#TheLWordGenerationQ","Tranquilla come Cersei Lannister, allegra come Meredith Grey, stabile come Marissa Cooper, sobria come Effy Stonem. Procrastino e mi lamento.",0,it
it_1136,"@USER Tw transfobia

Ma cosa c'entra 😭😭😭
È stato detto che le donne trans sono uomini e io ho criticato quello, quando mai ho detto che alle lesbiche devono piacere gli uomini","He/Him |
19 |
LG(B)T+ 🏳️‍🌈 |
ENFJ-T |
privato: @USER",0,it
it_306,"ORA, I CLANDESTINI, AVRANNO SUBITO DIRITTI DI CITTADINANZA ITALIANA, BASTA DICHIARARSI FROCI(NULLA A CHE VEDERE CON I GAY) E COME FAI A SAPERE SE LO SONO? FARANNO LA PROVA DEL TIRO A BERSAGLIO?😡",Voglio un governo che tuteli noi italiani,0,it
it_614,senza le donne trans non ci sarebbe stato nessun pride non vale nemmeno la pena star qui a discutere a suon di tweet con quattro terf se doveste rompere i coglioni a una donna trans tranquille faremo in modo di romperli a voi :),she/her      i was busy thinking about chemtrails,0,it
it_370,"C'è anche un'altra cosa di cui si parla poco, la transfobia: una donna trans è una donna e basta, un uomo trans è un uomo e basta, non sono 'sorpresine'. E per giunta, dovremmo sbloccare i termini 'ftm' ed 'mtf' invece di 'trans' usato con disprezzo.
#tzvip
#leggeZan 
#omofobia","La gente purtroppo parla, non sa di cazzo parla...",0,it
it_750,"@USER @USER Ma togliere i diritti alle persone trans per loro è garantire i diritti delle donne. Diritti da levare, non diritti da estendere e garantire.","Transfemminista intersezionale before it was cool, scrivo su @USER. Ho studiato Storia e parlo spesso di salute mentale.
Ig: @USER
(She/her)",0,it
it_417,"Inaccettabile aggressione a persona trans a #Pisa. #Governodraghi assente su diritti #lgbt e anche i Partiti che si definiscono progressisti. #ddlzan già al ribasso così. Per questo importante nostro Partito.

#VotaPartitoGay

#ChiSeNonNoi #partitogay #amministrative2021 URL","Profilo Ufficiale del Partito Gay per i diritti LGBT+, Solidale Ambientalista e Liberale",0,it
it_736,"Mi ha detto un gay che quello che era travestito da Gesù al gay pride andrebbe arrestato per blasfemia...
I gay sono persone moooolto più intelligenti di quanto vogliono farci credere.
Bravo Ivan o Jasmine se preferisci 👏👏👏👏👍",La paura di morire non impedisce di morire. Impedisce di vivere,0,it
it_445,"Ma nooo freghiamocene tanto l'importante è che i froci non abbiano diritti giusto? Tanto è questo che pensate no?
Tanto non avete minimamente prestato attenzione al fatto che questa legge avrebbe aiutato anche un sacco di persone disabili.
Quanfo dicono che la cultura italiana +","She/her

우린 서로의 mystery",0,it
it_583,"@USER I trans non sono donne, sono trans e non ho capito perché se ne vergognino. Dovrebbero essere orgogliosi del loro percorso. Io li ammiro.",,0,it
it_690,"@USER (segue) il dietro, e questo per me odora di finocchio da 1 km. (Caveat: non è omofobia, è che ho ribrezzo di chi è omo ma fa l' etero).",I fascisti (in Italia) si dividono in due categorie: i fascisti propriamente detti e gli antifascisti (Mino Maccari),0,it
it_1454,"@USER la trasfobia è la forma di discriminazione che colpisce le persone trans e si, i transfobici sono particolarmente saporiti, te li consiglio.",queer and campy | 23 | they/he/she,0,it
it_892,"@USER Ecco ...visto che vogliono leggi particolari ,i  trans, LGBT,e finocchi , ( i gay non sono interessati) . .che si facciano i campionati tra loro ,le loro olimpiadi ,le gare di atletica, ecc ecc. Che si facciano un mondo loro .","Per assaporare l'essenza della vita
la devi vivere due volte.",0,it
it_910,@USER Una mezza frocia ti manda a fanculo e spera che ti possa venire la diarrea 💕💕,"✨She/Her✨

🎸Artis (I try)✏️ 🍿Gamer(old-school)⚔️

🎮 manga reader🖋️

 ✨M 70%/S 30%✨

🧋Ayato dog🧋

 ♟️ Reiji Pet♟️

 🪶 Dabi Baby🪶

🪲Itto master🪲",1,it
it_1637,"@USER Capisco e in parte approvo. Personalmente da donna trans vedere amici e parenti sfoggiare con orgoglio la bandiera, che sia una mascherina o una borsa, mi fa sentire rispettata e supportata","22
Trans Girl/Bi🏳️‍🌈🏳️‍⚧️
she/her
Italian-Senegalese 🇮🇹🇸🇳
Vinsmoke Sanji stan",0,it
it_922,"Ma se la lobby Lgbt manganella una scrittrice 81enne perché ha ritwittato un testo in cui s’afferma che le trans non sono donne o quando le stesse manganellate piovono su un comico di colore accusato di transfobia, si può dire che è in atto un attacco alla libertà d’espressione? URL","Giornalista, scrittore, del Popolo della Famiglia, direttore de La Croce, il suo ultimo libro è Il Grido dei Penultimi. Sposato con Silvia e papà di tre figlie.",0,it
it_766,spero vivamente che la figlia di pillon sia lesbica trans o qualsiasi altra roba lgbt così sarà la prima persona a fargli capire che è una grandissima faccia di cazzo,#GODOT: blacker than a moonless night bigger and hotter than hell itself thats my dick | World's First Hercules (1997) Fan 》priv: @USER,0,it
it_530,"Una volta i finocchi si vergognavano di manifestarsi adesso ne vanno orgogliosi e se ne vantano,nessuno gli dice nulla, fanno manifestazioni, quasi tutti lavorano in Rai o in altre emittenti, ma non sono ancora contenti.","Non rispondo a deficienti di qualsiasi tipo, o cani sciolti",0,it
it_950,"Sono frocio ma - a differenza sua che guarda solo il suo orticello - supporto i diritti delle donne sex workers che vogliono aprirsi un account onlyfans.

E supporto ovviamente anche le donne che non vogliono aprirsi un account onlyfans.","🌈 Lui/He 🐷 Italian Ethical Slut on PrEP
🍆 Info Diritti Sessuali
☣️ BB Piss Feet Armpits Dirty
🔞 URL
📸 URL",1,it
it_1746,terfs be like le donne trans non hanno esperienza di misoginia ma solo di transfobia esatto proprio da parte nostra quando diciamo che sono uomini perché sappiamo che se non esistesse la transfobia le donne trans proverebbero s o l o misoginia,gender critical? more like ngul a mammt terf emmerd | queer ma anche bi,0,it
it_1371,"@USER @USER ha detto che gli uomini trans non possono essere lesbiche, che io ho transfobia interiorizzata e sono terf e odio le persone trans solo perché ho detto che una persona ha il diritto di dire che non gli piacciono un tipo di genitali LOL","rad lea(r)ning 💗 | stone butch ⚢ | CSAsurvivor                                                        
i don't hate trans people ฅ^•ﻌ•^ฅ",0,it
it_739,"Eterosessuali omofobi: ✨Il ragazzo travestito da Gesù arcobaleno durante il Gay Pride è una buffonata e una ridicola ostentazione di menefreghismo contro le regole morali e civili✨.

Eterosessuali omofobi durante gli Europei di calcio: URL",,0,it
it_77,"stai dicendo che le donne e gli uomini trans non sono donne e uomini? quindi oltre alla bifobia anche transfobia, ottimo","they're burning all the witches even if you aren't one, so light me up.
Aquarius ☀︎︎ ┊Aries  ☽︎ ┊Libra ↑",0,it
it_1165,"@USER consideriamo anche la transfobia, sta con un ragazzo trans (non ancora operato) e a prescindere si definisce lesbica. questo fa pensare molto sul fatto che stia con lui solo perché ha ancora la 🥔 in mezzo alle gambe.","i’m the “b” in “lgbt”, broken | ☉ libra ☽ virgo ↑ cancer | she/her | ogni tanto studio e bevo vodka liscia | infj | mcu | tramm a mur stan account",0,it
it_440,@USER Inoltre se volgiamo essere precisi da persona trans non prendo i diritti di nessuno ma anzi li perdo e il massimo che chiedo è di essere rispettato anche in questo periodo in cui non posso permettermi di accedere alla terapia ormonale,*sirene di kill bill in sottofondo*,0,it
it_1699,"In quanto disabile e frocia questi sono i miei PridePrideMonths.
Ma vorrei anche dire che il giorno in cui nel manifesto di un evento lgbtqiatransfemminista verrà citato anche l'antiabilismo oltre ad anti sessismo/obtfobia/razzismo/specismo offro da bere URL","Certo le circostanze non sono favorevoli.
🏳️✊🏳️‍🌈",1,it
it_709,raga ho il gay radar rotto e vorrei tanto capire se S è lella o no,"it's a copy of a copy of a copy.
🏳️‍🌈
she/her",1,it
it_1797,"@USER @USER Eh, pure i demoni si adeguano... Doveva succedere, demoni lgbt, demoni travestiti...
Comunque, come personificazione del male, è riconoscibilissima.","Italiano e anti-antiitaliani (perciò anti-antifascista).
Ripeto le solite ovvietà (verità apodittica se non si è di sinistra).",0,it
it_983,"Fobia vuol dire paura e se avete paura di omosessuali, trans e bisessuali oltre che intolleranti siete pure codardi. 

#giornatainternazionalecontrolomofobia",Mi sarei accontentato di essere fortunato in umore.,0,it
it_696,non questo ricchione della mia uni che ha fatto questa canzone chiamata triangoli rosa (e già qui vabbè) ed oggi ha usato il pretesto della giornata della memoria per sponsorizzarla #noddlzan,il fallimento del cosmo c'est moi || he/him ||,1,it
it_810,In tutto questo non dico di fare per forza parte della comunità LGBT (a momenti pure i Trans che poveri loro devono lottare pure per questo) ma non venite a dirmi che gli asessuali non sono mai stati discriminati perché vi posso fare un elenco infinito di commenti denigratori,"21 ๑ 
Random facts, Kingdom Hearts and social issues tweets.",0,it
it_584,bgiorno leggendo la canzone di achille e ora i forci si sono incontrati yee che carini questi criaturielli,"essere lesbica e napoletana sono gli unici tratti della mia personalità, non ho altro da offrire 
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
she/her",1,it
it_1471,"Le priorità! In un momento storico come questo in cui parlare di diritti di persone trans è fondamentale preferiamo comunque fare i crybaby con ""notallrad"" ""notallwhite ""notallcis"".",non è colpa mia ma del sole in leone,0,it
it_1210,"Seguite solo gente transfobica, condividete idee discutibili e poi fate la linea trans pride per i vostri small business? Ok batter cassa ma mi pare un tantino azzardato",🏳️‍🌈she/her | mixed gitana sin caravana🇲🇪 | Мое эго больше чем Лев Толстой | bi chaos | mentalmente podgoriča,0,it
it_470,"Mutanti del cazzo!

Diritti, la decisione dell'Aifa: ""Farmaci ormonali per i trans a carico dello Stato"" URL via @USER",“È il mio cuore il paese più straziato”,0,it
it_1423,"@USER Si sì tutti amano la comunità LGBT,però continuano ad usare il termine GAY,LESBICA,FROCIO per disprezzare…fa così scandolo se un uomo ama un uomo o una donna un’altra donna?!Bah..siamo nel 2021,dovremmo smetterla di etichettare le persone","Dynamic, enterprising and ready to help others 💪✌️ 🇮🇹🇺🇸 STAY HUNGRY STAY FOOLISH",0,it
it_1033,"i forci commenteranno una pretentious/aesthetic pic di un libro con un piccolo accenno di gambe come se avessi postato un nude, non ce la faccio","27 • will happen, happening happened • sproloquio di linguistica e musica (he/him)",1,it
it_919,"Che tu sia parte della comunità LGBTQ+, nerx, donna, trans o disabile non cambia il fatto che siamo tutti umani e questo continuo speculare su una legge che tutela i diritti delle persone fa SCHIFO.
#DdlZan",She/Her🌈🍀,0,it
it_242,"Smantellare i decreti sicurezza, approvare diritti trans lesbiche gay, importare rifugiati da guerre inesistenti, eliminare statue rimembranti il fascio, rubare fondi pro mascherine(solo se operati da destre), impegno h24 contro il fascio dilagante, continuo?",,0,it
it_268,"""grazie per aver pensato alle persone lgbt"" sono letteralmente trans e omosessuale ho tutto il diritto del mondo di dire che x o y cosa che persona etero dice che riguarda la comunità lgbt mi dà fastidio, buon per te se ti sta bene ma a me e ad altri no",7,0,it
it_941,"tw // transfobia

le odio le odio le odio le odio, dio santo neanche ad un pride noi persone trans possiamo essere al sicuro madonna santa mi sta bollendo il sangue nelle vene",«i believe some of our stars will always be the same.» 19; he/they; infj; 4w5; 🏳️‍⚧️🏳️‍🌈,0,it
it_1313,"Ne usciremo migliori🌈,”i veri italiani non sono froci” (cit @USER,8 gen 2014 a @USER)

#omofobia #orgoglioiataliano 

(ps sei speciale Carlo❤️,quelli un po’ meno...)",nato a casa dei nonni,0,it
it_1677,"questa durante il pride month, con tutto quello che sta succedendo in america se ne esce con “se le persone trans fossero discriminate marcerei con loro” SE? mannaggia a *** SE?????","𝐬𝐢 𝐬𝐜𝐫𝐢𝐯𝐞 𝐫𝐨𝐦𝐚, 𝐬𝐢 𝐥𝐞𝐠𝐠𝐞 𝐚𝐥 𝐜𝐨𝐧𝐭𝐫𝐚𝐫𝐢𝐨",0,it
it_218,"la transfobia è anche cercare in tutti i modi di chiamare un ragazzo trans con i pronomi femminili perché si crede sia una ragazza. 
un ragazzo trans è un ragazzo. basta così.","@USER i miss you too sweetcheeks :)




she/her",0,it
it_1278,"1) Se sei eterosessuale e trans sei comunque LGBTQ. Ci sta già provando renzi a togliere noi trans dal ddl, non aiutatelo.
2) Molto bello, ma la smettiamo con la retorica utilitaristica ""serve anche te/riguarda anche te""? Non è così progressista o utile come credete.","Feminist, writer, roleplayer. Ləi/They/Myr, pansexual. Graduate in mathematics, I love worldbuilding and homebrewing.
Header made by @USER.",0,it
it_1787,"@USER Immigrati gay trans neri viola arcobaleno etc ma maggior tutela e rispetto per gli anziani, non rientrano nelle priorità di tal genere di battaglie in nome della libertà.","Pensionato quota 100
Accanito fumatore e bevitore
Pastasciuttaro e carnivoro
Ateo, libertario, pragmatico
""My heroes have always been cowboys""",0,it
it_238,ma perché ci stiamo tutti definendo occidentali slash asiatici la volete finire froci di merda mettete la xenofobia da parte perché non è questo il motivo del drama Ma le persone che si nascondono dietro i rant e gli anonimi ma la volete finire una volta per tutte,stanza blu fan account,0,it
it_363,"@USER kamala harris è nota per aver negato i diritti delle persone trans in prigione e non permettendo loro la transizione, l’unica cosa ironica qua è che fa questo tipo di azione e poi mette i pronomi in bio","tripla b: bionda, bilancia e bisessuale // marxista ma non menscevica",0,it
it_1321,"Ma ncerompetercazzo transfobia significa non voler uscire con un trans anche in sola amicizia, disprezzarlo per quello che è e non accettare la sua esistenza, se io non voglio uscire con un trans perché 𝗻𝗼𝗻 𝗺𝗶 𝗮𝘁𝘁𝗿𝗮𝗲 𝗳𝗶𝘀𝗶𝗰𝗮𝗺𝗲𝗻𝘁𝗲 è preferenza di genere +","Nella vita basisco;
@USER stan acc",0,it
it_1477,"Poi vabbe', presentare donne trans e attivistɜ per i diritti delle persone trans come dei gruppi di pressione con un qualsivoglia potere politico, niente di più lontano dalla realtà e non è corretto usare storie di abusi di persone lesbiche per portare avanti questa narrazione.","28 anni, she/her, book-blogger disorganizzata, scrittoressa in formazione, aspetto una super-hit a due mani Adele/Zucchero.",0,it
